City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,nuku'alofa,-21.1333,-175.2,29.19,79,40,7.2,TO,1733784486
360,alness,57.696,-4.2551,0.39,93,3,1.72,GB,1733784487
361,kingston,17.997,-76.7936,29.53,74,20,6.69,JM,1733783711
362,kutum,14.2,24.6667,17.93,29,7,4.44,SD,1733784490
363,barra velha,-26.6322,-48.6847,18.95,97,100,4.37,BR,1733784491
364,tralee,52.2704,-9.7026,1.03,96,15,1.92,IE,1733784452
365,mora,11.0461,14.1401,22.17,32,27,2.31,CM,1733784493
366,panama city beach,30.1766,-85.8055,22.23,88,100,3.09,US,1733784494
367,el granada,37.5027,-122.4694,18.34,28,0,4.12,US,1733784495
368,mhamid,29.82,-5.72,16.64,49,100,1.67,MA,1733784496
369,tazovsky,67.4667,78.7,-11.21,93,100,6.27,RU,1733784498
370,lamu,-2.2717,40.902,25.91,88,21,2.97,KE,1733784500
371,padang,-0.9492,100.3543,24.03,88,100,2.0,ID,1733784501
372,yazd,31.8972,54.3675,7.06,39,40,2.06,IR,1733784502
373,prakhon chai,14.6059,103.1208,18.2,91,53,3.42,TH,1733784503
374,kuraymah,18.55,31.85,22.76,27,1,7.08,SD,1733784506
375,mikuni,36.2171,136.1519,5.74,77,15,2.78,JP,1733784507
376,nuevo imperial,-13.0754,-76.3172,21.32,76,97,2.3,PE,1733784508
377,baley,51.6,116.6333,-20.03,95,96,2.57,RU,1733784509
378,farmville,37.3021,-78.3919,12.66,82,0,3.6,US,1733784510
379,mogocha,53.7333,119.7667,-22.07,94,31,1.75,RU,1733784511
380,karratha,-20.7377,116.8463,29.45,68,100,7.76,AU,1733784512
381,crane,31.3974,-102.3501,20.44,19,0,6.21,US,1733784513
382,san luis de la loma,17.2706,-100.8939,27.56,72,100,1.98,MX,1733784515
383,las lomitas,-24.7096,-60.593,18.25,91,100,2.6,AR,1733784516
384,labrador city,52.9463,-66.9114,-19.05,84,75,2.57,CA,1733784517
385,pinheiro machado,-31.5783,-53.3811,15.03,85,77,4.16,BR,1733784518
386,bemidji,47.4736,-94.8803,-4.41,95,100,7.2,US,1733784346
387,yarkovo,57.4028,67.0786,-9.41,75,100,5.41,RU,1733784520
388,flin flon,54.7682,-101.865,-9.09,79,100,2.57,CA,1733784521
389,port saint john's,-31.6229,29.5448,23.59,94,10,1.44,ZA,1733784522
390,fergus falls,46.283,-96.0776,-6.01,92,100,11.83,US,1733784523
391,pagar alam,-4.0167,103.2667,20.13,95,76,1.63,ID,1733784525
392,caleta de carquin,-11.0925,-77.6267,20.66,82,72,4.6,PE,1733784526
393,celendin,-6.8703,-78.1517,14.97,82,90,2.22,PE,1733784527
394,bovalino,38.149,16.174,9.06,73,5,2.67,IT,1733784559
395,carutapera,-1.195,-46.02,25.69,84,17,2.78,BR,1733784560
396,westport,41.1415,-73.3579,9.34,90,100,6.17,US,1733784353
397,aral,40.5156,81.2636,-7.18,99,52,2.1,CN,1733784564
398,rosarito,32.3333,-117.0333,17.54,74,14,3.3,MX,1733784480
399,severo-yeniseyskiy,60.3725,93.0408,-15.13,89,100,6.16,RU,1733784566
400,dakhla,23.6848,-15.958,19.1,88,99,6.74,EH,1733784567
401,egersund,58.4513,5.9997,2.5,65,0,1.59,NO,1733784568
402,portland,45.5234,-122.6762,10.71,79,20,2.57,US,1733783761
403,st. john's,47.5649,-52.7093,4.43,86,75,8.75,CA,1733783775
404,tarutyne,46.1858,29.1506,4.25,89,44,3.22,UA,1733784572
405,lata,40.1629,-8.3327,3.92,83,0,1.46,PT,1733784573
406,tikamgarh,24.745,78.8333,10.02,33,1,1.81,IN,1733784574
407,sayat,38.7839,63.8803,0.29,46,100,4.29,TM,1733784575
408,mushie,-3.0167,16.9,23.66,79,31,1.36,CD,1733784576
409,hobbs,32.7026,-103.136,20.05,17,0,2.24,US,1733784577
410,al jammaliyah,31.1809,31.8652,16.98,71,94,2.7,EG,1733784579
411,santa ana,33.7456,-117.8678,21.17,52,20,4.12,US,1733784021
412,peterborough,52.5736,-0.2478,7.16,87,100,8.75,GB,1733784479
413,daru,-9.0763,143.2092,28.75,76,95,2.31,PG,1733784583
414,puchezh,56.9788,43.1676,-4.29,95,87,4.75,RU,1733784585
415,melekeok village,7.4957,134.6367,28.31,83,75,3.6,PW,1733784586
416,rurrenabaque,-14.4413,-67.5278,30.83,79,75,2.06,BO,1733784587
417,quibala,-10.7337,14.98,17.1,96,98,0.61,AO,1733784588
418,cruzeiro do sul,-29.5128,-51.9853,20.29,85,100,2.41,BR,1733784590
419,asaita,11.5636,41.4394,24.13,47,13,3.47,ET,1733784591
420,aqadyr,48.2553,72.8483,-25.76,99,31,1.39,KZ,1733784592
421,sambava,-14.2667,50.1667,23.49,89,14,3.83,MG,1733784593
422,victoria point,-27.5833,153.3,27.17,81,100,3.84,AU,1733784594
423,polyarnyy,69.1989,33.4478,1.09,93,100,13.27,RU,1733784595
424,bargaal,11.2864,51.0773,23.62,70,74,5.42,SO,1733784596
425,banchory,57.0517,-2.4882,4.05,92,7,1.38,GB,1733784597
426,smara,26.7384,-11.6719,16.0,78,100,4.46,EH,1733784599
427,castanos,26.7833,-101.4167,27.41,21,0,5.14,MX,1733784371
428,sola,-13.8833,167.55,27.95,76,100,4.63,VU,1733784601
429,lhokseumawe,5.1801,97.1507,24.29,93,100,3.11,ID,1733784602
430,harstad,68.799,16.5293,5.64,97,100,11.62,NO,1733784603
431,mandalgovi,45.7625,106.2708,-12.02,83,5,5.35,MN,1733784604
432,mili,6.0815,171.735,28.46,79,94,8.35,MH,1733784605
433,tucupita,9.0622,-62.051,26.08,76,65,3.18,VE,1733784606
434,lun pequeno,6.0378,125.2839,26.68,80,77,2.68,PH,1733784608
435,uturoa,-16.7333,-151.4333,26.84,77,45,8.71,PF,1733784609
436,heber city,40.5069,-111.4132,-0.03,49,0,6.17,US,1733784610
437,clairton,40.2923,-79.8817,12.77,85,100,4.12,US,1733784611
438,luderitz,-26.6481,15.1594,21.77,42,0,8.65,NA,1733784612
439,ubari,26.5921,12.7805,14.22,23,62,2.38,LY,1733784613
440,mrakovo,52.7161,56.6244,-11.18,88,99,2.66,RU,1733784614
441,guerrero negro,27.9769,-114.0611,18.11,66,12,6.59,MX,1733784372
442,sarpol-e zahab,34.4611,45.8626,11.6,54,0,1.36,IR,1733784616
443,petauke,-14.2426,31.3253,22.07,66,75,1.27,ZM,1733784618
444,reitz,-27.8014,28.4273,19.3,57,69,4.87,ZA,1733784619
445,essaouira,31.5125,-9.77,13.72,62,96,3.6,MA,1733784620
446,komotini,41.1228,25.3964,12.04,86,29,2.08,GR,1733784621
447,urucui,-7.2294,-44.5561,27.8,54,51,0.34,BR,1733784622
448,nadym,65.5333,72.5167,-10.34,94,100,7.04,RU,1733784624
449,stettler,52.3168,-112.7186,-5.87,85,93,3.3,CA,1733784625
450,achinsk,56.2694,90.4993,-21.47,97,100,2.93,RU,1733784626
451,haiku-pauwela,20.9219,-156.3051,27.34,67,40,12.07,US,1733784628
452,masterton,-40.9597,175.6575,21.08,38,24,2.82,NZ,1733784629
453,tananger,58.9333,5.6,-0.95,86,0,0.0,NO,1733784630
454,chyorny yar,48.0624,46.1091,-2.77,71,16,5.14,RU,1733784632
455,kirakira,-10.4544,161.9205,27.36,87,100,3.39,SB,1733784633
456,lesozavodsk,45.4794,133.4244,-13.68,95,89,3.02,RU,1733784635
457,pisco,-13.7,-76.2167,20.03,77,0,10.29,PE,1733784636
458,kaa-khem,51.6833,94.7333,-19.93,91,80,1.62,RU,1733784637
459,cannonvale,-20.2833,148.7,27.66,64,40,3.13,AU,1733784638
460,tadine,-21.55,167.8833,28.14,69,10,4.28,NC,1733784639
461,mount pleasant,32.7941,-79.8626,18.36,83,75,3.6,US,1733784640
462,saint-philippe,-21.3585,55.7679,24.6,85,36,3.97,RE,1733784642
463,canutama,-6.5339,-64.3831,27.98,72,85,1.06,BR,1733784643
464,abalak,58.1286,68.5944,-9.21,76,100,5.02,RU,1733784644
465,prince rupert,54.3161,-130.3201,5.83,80,40,6.17,CA,1733784646
466,gao,16.6362,1.637,19.03,13,43,4.89,ML,1733784647
467,revda,56.801,59.9303,-6.39,86,100,6.05,RU,1733784648
468,gadhinglaj,16.2333,74.35,19.11,57,67,1.92,IN,1733784649
469,homer,59.6425,-151.5483,7.94,70,75,5.36,US,1733784651
470,kovdor,67.5662,30.4758,-1.48,84,100,6.63,RU,1733784652
471,howrah,22.5892,88.3103,17.0,88,40,2.57,IN,1733784653
472,rosales,15.8944,120.6328,23.85,86,98,3.67,PH,1733784655
473,quito,-0.2299,-78.5249,14.53,88,99,1.22,EC,1733784365
474,ulsteinvik,62.3432,5.8487,5.07,74,88,0.89,NO,1733784657
475,nemuro,43.3236,145.575,-1.97,67,37,9.84,JP,1733784659
476,ostersund,63.1792,14.6357,1.25,64,20,6.69,SE,1733784513
477,omdurman,15.6445,32.4777,26.94,30,2,8.21,SD,1733784661
478,nasice,45.4886,18.0878,3.19,98,100,1.66,HR,1733784662
479,satipo,-11.2522,-74.6386,22.27,99,99,0.34,PE,1733784663
480,elze,52.1226,9.736,5.5,100,100,6.28,DE,1733784664
481,ironwood,46.4547,-90.171,0.45,86,100,4.12,US,1733784665
482,manado,1.487,124.8455,26.43,89,20,1.03,ID,1733784666
483,skelleftea,64.7507,20.9528,5.2,85,75,5.66,SE,1733784669
484,vandavasi,12.5,79.6167,22.98,94,90,3.42,IN,1733784670
485,altay,47.8667,88.1167,-16.95,73,20,3.16,CN,1733784671
486,iquique,-20.2208,-70.1431,19.13,75,48,2.49,CL,1733784541
487,kristinestad,62.2743,21.376,3.26,78,100,8.13,FI,1733784673
488,bijie,27.3125,105.2942,1.23,97,100,2.09,CN,1733784674
489,niemodlin,50.642,17.6193,1.25,38,100,3.76,PL,1733784675
490,al 'aziziyah,32.9058,45.0616,14.39,46,1,6.13,IQ,1733784676
491,luganville,-15.5333,167.1667,29.14,74,82,3.54,VU,1733784678
492,puerto aysen,-45.4,-72.7,12.69,83,98,1.82,CL,1733784491
493,pangody,65.85,74.4859,-10.19,94,100,7.3,RU,1733784680
494,elliot lake,46.3834,-82.6331,-2.08,98,100,3.91,CA,1733784681
495,mount isa,-20.7333,139.5,29.87,70,75,1.54,AU,1733784682
496,rio verde,21.9333,-99.9833,28.45,36,87,3.31,MX,1733784683
497,acarau,-2.8856,-40.12,26.76,77,74,6.85,BR,1733784684
498,tlahualilo de zaragoza,26.1167,-103.45,23.62,24,22,2.26,MX,1733784685
499,sragen,-7.4264,111.0222,25.59,88,99,6.82,ID,1733784686
500,mirny,62.5353,113.9611,-24.68,99,95,2.22,RU,1733784688
501,road town,18.4167,-64.6167,26.02,78,40,5.66,VG,1733784689
502,skive,56.5667,9.0333,0.65,91,20,2.68,DK,1733784690
503,pachelma,53.2443,43.3521,-6.8,93,98,2.81,RU,1733784691
504,serro,-18.6047,-43.3794,21.09,87,96,1.87,BR,1733784692
505,esmeraldas,-19.7625,-44.3139,22.91,72,95,1.39,BR,1733784693
506,caconde,-21.5294,-46.6439,21.0,92,100,0.38,BR,1733784694
507,malyye derbety,47.9547,44.6808,-1.65,72,30,4.97,RU,1733784695
508,camacupa,-12.0167,17.4833,16.67,98,95,1.63,AO,1733784697
509,hithadhoo,-0.6,73.0833,27.37,73,98,6.23,MV,1733784698
510,imeko,7.45,2.85,23.69,60,85,0.95,NG,1733784699
511,siklos,45.855,18.2975,3.58,90,100,2.06,HU,1733784700
512,fuglafjordur,62.244,-6.814,8.63,92,78,8.62,FO,1733784701
513,benton,36.3334,-94.3335,10.95,84,100,1.54,US,1733784685
514,phek,25.6667,94.5,6.23,81,98,0.25,IN,1733784704
515,arkalyk,50.2486,66.9114,-20.47,96,11,2.41,KZ,1733784705
516,sylvan lake,52.3168,-114.0853,-1.24,64,75,3.09,CA,1733784606
517,natal,-5.795,-35.2094,27.12,74,20,4.12,BR,1733784546
518,fort mcmurray,56.7268,-111.381,-7.23,79,100,6.69,CA,1733784702
519,puerto madero,14.7208,-92.4215,27.74,71,0,2.2,MX,1733784709
520,caraballeda,10.6112,-66.8522,28.04,69,25,5.66,VE,1733784710
521,ha'il,27.5219,41.6907,11.01,62,0,1.03,SA,1733784712
522,nizhneudinsk,54.9076,99.0276,-17.71,93,33,1.39,RU,1733784713
523,burang,30.25,81.1667,-18.0,72,0,1.05,CN,1733784714
524,pindi gheb,33.2402,72.2661,7.79,15,82,2.24,PK,1733784715
525,kilindoni,-7.9139,39.6668,26.49,81,10,3.44,TZ,1733784716
526,dalai,45.5,124.3,-15.74,95,42,1.98,CN,1733784717
527,dunlap,41.6378,-85.9217,8.96,74,86,2.78,US,1733784718
528,salahonda,2.1019,-78.7217,25.37,83,62,4.9,CO,1733784720
529,malmslatt,58.411,15.5165,-0.97,93,100,1.03,SE,1733784721
530,lakhtar,22.85,71.7833,13.93,25,20,3.85,IN,1733784722
531,am timan,11.0297,20.2827,24.91,27,49,2.96,TD,1733784723
532,zaysan,47.4667,84.8667,-16.58,74,0,1.95,KZ,1733784432
533,isla vista,34.4133,-119.861,20.43,71,38,1.34,US,1733784510
534,hobyo,5.3505,48.5268,25.48,71,73,8.38,SO,1733784726
535,lensk,60.7253,114.9278,-15.07,92,100,5.49,RU,1733784727
536,malango,-2.9627,119.9001,20.8,92,100,1.35,ID,1733784729
537,dalandzadgad,43.5708,104.425,-10.01,66,94,3.61,MN,1733784730
538,agadez,19.75,10.25,13.5,25,79,0.65,NE,1733784731
539,ciudad lazaro cardenas,17.9583,-102.2,28.34,66,59,3.42,MX,1733784732
540,zarasai,55.7333,26.25,-2.24,88,22,2.58,LT,1733784733
541,howard springs,-12.497,131.047,28.23,97,100,3.86,AU,1733784734
542,mae hong son,19.3003,97.9685,27.08,74,75,0.0,TH,1733784735
543,sinan,34.8262,126.1086,8.35,54,26,7.47,KR,1733784736
544,marcala,14.15,-88.0333,21.71,81,2,2.11,HN,1733784738
545,pathein,16.7833,94.7333,23.67,87,54,2.11,MM,1733784739
546,kota bharu,6.1333,102.2386,23.97,94,40,3.13,MY,1733784740
547,an nuhud,12.7,28.4333,22.01,27,14,7.2,SD,1733784741
548,barrow in furness,54.1167,-3.2333,6.15,81,18,5.67,GB,1733784743
549,hlusk,52.903,28.6845,1.38,81,100,4.51,BY,1733784744
550,ilomantsi,62.6716,30.9328,-1.64,72,100,4.72,FI,1733784745
551,hola,51.5377,23.1902,1.38,94,100,4.98,PL,1733784747
552,kostyantynivka,48.5277,37.7069,2.7,89,98,5.24,UA,1733784748
553,funafuti,-8.5243,179.1942,32.0,66,75,3.09,TV,1733784749
554,tegueste,28.5167,-16.3167,17.82,73,75,4.92,ES,1733784750
555,metro,-5.1131,105.3067,24.41,91,61,0.89,ID,1733784752
556,santa rosalia,27.3167,-112.2833,22.93,30,5,1.84,MX,1733784753
557,nadi,-17.8,177.4167,31.0,58,75,4.12,FJ,1733784754
558,sur,22.5667,59.5289,21.67,46,7,2.03,OM,1733784756
559,trairi,-3.2778,-39.2689,26.51,75,74,4.51,BR,1733784516
560,jayapura,-2.5333,140.7,27.66,85,100,1.0,ID,1733784758
561,martapura,-3.4167,114.85,26.05,100,75,3.09,ID,1733784759
562,al wajh,26.2455,36.4525,18.97,37,0,2.06,SA,1733784760
563,hanceville,34.0607,-86.7675,18.95,98,100,2.92,US,1733784761
564,freetown,8.484,-13.2299,27.84,69,75,2.57,SL,1733784762
565,karoi,-16.8099,29.6925,20.22,64,52,1.82,ZW,1733784763
566,liuduzhai,27.3661,110.935,5.0,82,100,1.34,CN,1733784765
567,saint-louis du nord,19.9333,-72.7167,26.74,82,83,9.41,HT,1733784766
568,tofol,5.3248,163.0078,28.83,75,79,9.75,FM,1733784767
569,isla del bosque,22.7333,-105.85,25.32,60,24,5.73,MX,1733784657
570,kavaratti,10.5669,72.642,27.31,75,70,3.54,IN,1733784770
571,kamenka,51.3223,42.7678,-4.54,89,100,2.93,RU,1733784771
572,talara,-4.5772,-81.2719,23.42,68,0,7.72,PE,1733784772
573,goya,-29.14,-59.2626,20.03,65,87,1.86,AR,1733784663
574,aurora,39.7294,-104.8319,0.92,49,75,8.23,US,1733784494
575,ponta pora,-22.5361,-55.7256,21.86,96,100,1.97,BR,1733784776
576,belyy yar,53.6039,91.3903,-17.06,85,75,0.0,RU,1733784778
